,Service,Country,Local Price,Currency,Plan/Title,Cost in USD (VALUES),GDP per Capita (PPP),Service Type
,Apple music,Russia,169.00,RUB,Individual,$2.46,"$30,819.56",Music Streaming
,Apple music,Turkey,13.99,TRY,Individual,$2.07,"$29,326.50",Music Streaming
,Netflix,Brazil,32.90,BRL,Standard,$6.44,"$17,016.32",Video Streaming
,Netflix,Chile,"4,590.00",CPL,Basic,$5.99,"$27,150.38",Video Streaming
,Netflix,Mexico,129.00,MXN,Basic,$5.94,"$21,362.85",Video Streaming
,Apple music,China,10.00,CNY,Individual,$1.41,"$20,984.28",Music Streaming
,Apple music,Vietnam,"89,000.00",VND,Family,$3.84,"$8,677.54",Music Streaming
,Amazon Prime,India,129.00,INR,Monthly,$1.71,"$9,026.87",Video Streaming
,Steam,United Arab Emirates,259.00,AED,Doom Eternal,$70.73,"$70,441.55",Gaming
,Netflix,South Africa,99.00,ZAR,Basic,$5.88,"$13,965.17",Video Streaming
,Netflix,Colombia,"16,900.00",COP,Basic,$4.70,"$16,264.97",Video Streaming
,Steam,United Arab Emirates,60.00,AED,PUBG,$16.38,"$70,441.55",Gaming
,Playstation,United Arab Emirates,17.99,USD,God Of War,$17.99,"$70,441.55",Gaming
,Playstation,United Arab Emirates,17.99,USD,Bloodborne,$17.99,"$70,441.55",Gaming
,Xbox,United Arab Emirates,31.49,USD,Red Dead,$31.49,"$70,441.55",Gaming
,Xbox,United Arab Emirates,33.99,USD,Forza Horizon,$33.99,"$70,441.55",Gaming
,Spotify,India,119.00,INR,Individual,$1.58,"$9,026.87",Music Streaming
,Apple music,India,99.00,INR,Individual,$1.31,"$9,026.87",Music Streaming
,YouTube Premium,South Africa,71.99,ZAR,Monthly,$4.27,"$13,965.17",Video Streaming
,Xbox,United Arab Emirates,40.94,USD,Sekiro,$40.94,"$70,441.55",Gaming
,Apple music,South Africa,89.99,ZAR,Family,$5.34,"$13,965.17",Music Streaming
,Playstation,United Arab Emirates,44.99,USD,Spider-Man,$44.99,"$70,441.55",Gaming
,Steam,United Kingdom,13.49,GBP,PUBG,$17.07,"$48,168.87",Gaming
,Netflix,Brazil,21.90,BRL,Basic,$4.29,"$17,016.32",Video Streaming
,Steam,United Kingdom,24.99,GBP,GTA V,$31.62,"$48,168.87",Gaming
,Steam,United Kingdom,49.99,GBP,Doom Eternal,$63.25,"$48,168.87",Gaming
,Playstation,United Kingdom,15.99,GBP,God Of War,$20.23,"$48,168.87",Gaming
,Apple music,Macau*,10.99,USD,Family,$10.99,"$110,000.00",Music Streaming
,Playstation,United Kingdom,15.99,GBP,Bloodborne,$20.23,"$48,168.87",Gaming
,Xbox,United Kingdom,24.99,GBP,Forza Horizon,$31.62,"$48,168.87",Gaming
,Xbox,United Kingdom,29.99,GBP,Red Dead,$37.95,"$48,168.87",Gaming
,Xbox,United Kingdom,38.99,GBP,Sekiro,$49.33,"$48,168.87",Gaming
,Playstation,United Kingdom,44.99,GBP,Spider-Man,$56.93,"$48,168.87",Gaming
,Nintendo,United Kingdom,49.99,GBP,Animal crossing,$63.25,"$48,168.87",Gaming
,Nintendo,United Kingdom,49.99,GBP,Mario,$63.25,"$48,168.87",Gaming
,Nintendo,United Kingdom,59.99,GBP,Zelda,$75.91,"$48,168.87",Gaming
,Steam,United States,14.99,USD,PUBG,$14.99,"$67,426.84",Gaming
,Playstation,United States,19.99,USD,God Of War,$19.99,"$67,426.84",Gaming
,Playstation,United States,19.99,USD,Bloodborne,$19.99,"$67,426.84",Gaming
,Xbox,United States,29.99,USD,Red Dead,$29.99,"$67,426.84",Gaming
,Xbox,United States,29.99,USD,Forza Horizon,$29.99,"$67,426.84",Gaming
,Xbox,United States,38.99,USD,Sekiro,$38.99,"$67,426.84",Gaming
,Playstation,United States,39.99,USD,Spider-Man,$39.99,"$67,426.84",Gaming
,Nintendo,United States,59.99,USD,Animal crossing,$59.99,"$67,426.84",Gaming
,Nintendo,United States,59.99,USD,Zelda,$59.99,"$67,426.84",Gaming
,Nintendo,United States,59.99,USD,Mario,$59.99,"$67,426.84",Gaming
,Steam,United States,29.99,USD,GTA V,$29.99,"$67,426.84",Gaming
,Steam,United States,59.99,USD,Doom Eternal,$59.99,"$67,426.84",Gaming
,Steam,Uruguay,"1,709.00",UYU,Doom Eternal,$39.68,"$24,515.57",Gaming
,Steam,Uruguay,275.00,UYU,PUBG,$6.39,"$24,515.57",Gaming
,Steam,Uruguay,599.00,UYU,GTA V,$13.91,"$24,515.57",Gaming
,Steam,Uzbekistan,8.99,USD,PUBG,$8.99,"$9,594.59",Gaming
,Steam,Uzbekistan,24.99,USD,GTA V,$24.99,"$9,594.59",Gaming
,Steam,Uzbekistan,29.99,USD,Doom Eternal,$29.99,"$9,594.59",Gaming
,Steam,Vietnam,"459,000.00",VND,GTA V,$19.82,"$8,677.54",Gaming
,Steam,Vietnam,"170,000.00",VND,PUBG,$7.34,"$8,677.54",Gaming
