,Service,Country,Local Price,Currency,Plan/Title,Cost in USD (VALUES),GDP per Capita (PPP),Service Type
,Apple music,Dominica,9.99,USD,Individual,$9.99,"$12,850.78",Music Streaming
,Apple music,Panama,9.99,USD,Individual,$9.99,"$28,456.01",Music Streaming
,Apple music,Bahamas*,9.99,USD,Individual,$9.99,"$28,705.28",Music Streaming
,Apple music,Dominican Republic,9.99,USD,Individual,$9.99,"$20,625.37",Music Streaming
,Apple music,Paraguay,9.99,USD,Individual,$9.99,"$14,212.92",Music Streaming
,Apple music,Barbados,9.99,USD,Individual,$9.99,"$19,363.58",Music Streaming
,Apple music,Peru,9.99,USD,Individual,$9.99,"$15,398.62",Music Streaming
,Apple music,New Zealand,14.99,NZD,Individual,$9.74,"$42,044.57",Music Streaming
,Apple music,Japan,980.00,JPY,Individual,$8.97,"$46,827.35",Music Streaming
,Netflix,Croatia,9.99,EUR,Standard,$11.32,"$29,207.13",Video Streaming
,YouTube Premium,United Kingdom,11.99,GBP,Monthly,$15.17,"$48,168.87",Video Streaming
,Apple music,United Kingdom,14.99,GBP,Family,$18.97,"$48,168.87",Music Streaming
,Playstation,New Zealand,34.95,NZD,God Of War,$22.72,"$42,044.57",Gaming
,Playstation,New Zealand,34.95,NZD,Bloodborne,$22.72,"$42,044.57",Gaming
,Xbox,New Zealand,54.95,NZD,Forza Horizon,$35.72,"$42,044.57",Gaming
,Xbox,New Zealand,54.97,NZD,Red Dead,$35.73,"$42,044.57",Gaming
,Xbox,New Zealand,71.46,NZD,Sekiro,$46.45,"$42,044.57",Gaming
,Nintendo,New Zealand,89.95,NZD,Animal crossing,$58.46,"$42,044.57",Gaming
,Nintendo,New Zealand,89.95,NZD,Mario,$58.46,"$42,044.57",Gaming
,Playstation,New Zealand,89.95,NZD,Spider-Man,$58.46,"$42,044.57",Gaming
,Netflix,Romania,9.99,EUR,Standard,$11.32,"$29,554.75",Video Streaming
,Amazon Prime,Israel,5.99,USD,Monthly,$5.99,"$40,336.84",Video Streaming
,Amazon Prime,Peru,5.99,USD,Monthly,$5.99,"$15,398.62",Video Streaming
,Nintendo,New Zealand,99.95,NZD,Zelda,$64.96,"$42,044.57",Gaming
,Twitch Prime,United Kingdom,7.99,GBP,Monthly,$10.11,"$48,168.87",Video Streaming
,Netflix,Lithuania,9.99,EUR,Standard,$11.32,"$38,751.02",Video Streaming
,Spotify,Singapore,9.90,SGD,Individual,$7.11,"$105,689.46",Music Streaming
,Apple music,Australia,11.99,AUD,Individual,$8.38,"$54,799.04",Music Streaming
,Steam,Norway,129.50,NOK,PUBG,$13.92,"$79,638.07",Gaming
,Steam,Norway,299.00,NOK,GTA V,$32.14,"$79,638.07",Gaming
,Steam,Norway,599.00,NOK,Doom Eternal,$64.38,"$79,638.07",Gaming
,YouTube Premium,Hong Kong,68.00,HKD,Monthly,$8.77,"$66,527.92",Video Streaming
,Playstation,Norway,189.00,NOK,God Of War,$20.31,"$79,638.07",Gaming
,Playstation,Norway,189.00,NOK,Bloodborne,$20.31,"$79,638.07",Gaming
,Xbox,Norway,324.50,NOK,Forza Horizon,$34.88,"$79,638.07",Gaming
,Spotify,Slovakia,5.99,EUR,Individual,$6.79,"$38,321.54",Music Streaming
,Apple music,Portugal,6.99,EUR,Individual,$7.92,"$34,935.82",Music Streaming
,Netflix,Russia,9.99,EUR,Standard,$11.32,"$30,819.56",Video Streaming
,Netflix,Vietnam,"260,000.00",VND,Premium,$11.22,"$8,677.54",Video Streaming
,Apple music,Hong Kong,88.00,HKD,Family,$11.36,"$66,527.92",Music Streaming
,Netflix,Thailand,350.00,THB,Standard,$11.12,"$21,360.92",Video Streaming
,Apple music,Latvia,6.99,EUR,Individual,$7.92,"$32,986.51",Music Streaming
,Apple music,Croatia,69.99,HRK,Family,$10.47,"$29,207.13",Music Streaming
,YouTube Premium,Croatia,71.99,HRK,Monthly,$10.77,"$29,207.13",Video Streaming
,Xbox,Norway,349.50,NOK,Red Dead,$37.56,"$79,638.07",Gaming
,Xbox,Norway,415.35,NOK,Sekiro,$44.64,"$79,638.07",Gaming
,Playstation,Norway,459.00,NOK,Spider-Man,$49.33,"$79,638.07",Gaming
,Nintendo,Norway,589.00,NOK,Animal crossing,$63.31,"$79,638.07",Gaming
,Nintendo,Norway,589.00,NOK,Mario,$63.31,"$79,638.07",Gaming
,Nintendo,Norway,679.00,NOK,Zelda,$72.98,"$79,638.07",Gaming
,Apple music,Lithuania,6.99,EUR,Individual,$7.92,"$38,751.02",Music Streaming
,YouTube Premium,Hungary,"1,790.00",HUF,Monthly,$5.89,"$35,941.19",Video Streaming
,Netflix,Taiwan,330.00,TWD,Standard,$11.10,"$57,214.16",Video Streaming
,Apple music,Hungary,"2,290.00",HUF,Family,$7.53,"$35,941.19",Music Streaming
,Netflix,New Zealand,16.99,NZD,Standard,$11.04,"$42,044.57",Video Streaming
,Netflix,Czech Republic,259.00,CZK,Standard,$11.04,"$40,584.79",Video Streaming
,Netflix,Philippines,550.00,PHP,Premium,$11.04,"$10,094.39",Video Streaming
,Netflix,Venezuela,10.99,USD,Standard,$10.99,"$5,699.00",Video Streaming
,Netflix,Japan,"1,200.00",JPY,Standard,$10.98,"$46,827.35",Video Streaming
,Apple music,Estonia,6.99,EUR,Individual,$7.92,"$37,605.62",Music Streaming
,YouTube Premium,Indonesia,"59,000.00",IDR,Monthly,$4.24,"$14,840.76",Video Streaming
,Apple music,Indonesia,"75,000.00",IDR,Family,$5.39,"$14,840.76",Music Streaming
,Steam,Peru,233.00,PEN,Doom Eternal,$67.96,"$15,398.62",Gaming
,Steam,Peru,26.00,PEN,PUBG,$7.58,"$15,398.62",Gaming
,Apple music,Malta,6.99,EUR,Individual,$7.92,"$49,589.46",Music Streaming
,Steam,Peru,99.90,PEN,GTA V,$29.14,"$15,398.62",Gaming
,Steam,Philippines,"2,760.00",PHP,Doom Eternal,$55.39,"$10,094.39",Gaming
,Apple music,Israel,29.90,ILS,Family,$8.65,"$40,336.84",Music Streaming
,Steam,Philippines,379.97,PHP,PUBG,$7.62,"$10,094.39",Gaming
,Steam,Philippines,999.00,PHP,GTA V,$20.05,"$10,094.39",Gaming
,Xbox,Poland,124.99,PLN,Forza Horizon,$31.88,"$35,651.18",Gaming
,Xbox,Poland,144.49,PLN,Red Dead,$36.86,"$35,651.18",Gaming
,Xbox,Poland,188.49,PLN,Sekiro,$48.08,"$35,651.18",Gaming
,YouTube Premium,India,129.00,INR,Monthly,$1.71,"$9,026.87",Video Streaming
,Apple music,India,149.00,INR,Family,$1.97,"$9,026.87",Music Streaming
,Playstation,Poland,209.00,PLN,Spider-Man,$53.31,"$35,651.18",Gaming
,Nintendo,Poland,249.80,PLN,Animal crossing,$63.72,"$35,651.18",Gaming
,Nintendo,Poland,249.80,PLN,Mario,$63.72,"$35,651.18",Gaming
,Netflix,Poland,43.00,PLN,Standard,$10.97,"$35,651.18",Video Streaming
,Netflix,United Arab Emirates,39.00,AED,Standard,$10.65,"$70,441.55",Video Streaming
,Netflix,India,799.00,INR,Premium,$10.58,"$9,026.87",Video Streaming
,Apple music,Greece,6.99,EUR,Individual,$7.92,"$31,616.27",Music Streaming
,Netflix,Mexico,229.00,MXN,Premium,$10.55,"$21,362.85",Video Streaming
,Netflix,Hungary,"3,190.00",HUF,Standard,$10.49,"$35,941.19",Video Streaming
,YouTube Premium,Japan,"1,180.00",JPY,Monthly,$10.80,"$46,827.35",Video Streaming
,Apple music,Japan,"1,480.00",JPY,Family,$13.54,"$46,827.35",Music Streaming
,Nintendo,Poland,289.80,PLN,Zelda,$73.93,"$35,651.18",Gaming
,Playstation,Poland,79.00,PLN,God Of War,$20.15,"$35,651.18",Gaming
,Playstation,Poland,79.00,PLN,Bloodborne,$20.15,"$35,651.18",Gaming
,Twitch Prime,Japan,500.00,JPY,Monthly,$4.58,"$46,827.35",Video Streaming
,Netflix,Chile,"7,990.00",CPL,Premium,$10.43,"$27,150.38",Video Streaming
,Apple music,Hong Kong,58.00,HKD,Individual,$7.48,"$66,527.92",Music Streaming
,Netflix,Canada,13.99,CAD,Standard,$10.40,"$52,144.45",Video Streaming
,Netflix,Saudi Arabia,39.00,SAR,Standard,$10.39,"$56,912.37",Video Streaming
,Netflix,Peru,34.90,PEN,Standard,$10.18,"$15,398.62",Video Streaming
,Steam,Poland,129.90,PLN,GTA V,$33.14,"$35,651.18",Gaming
,Steam,Poland,249.99,PLN,Doom Eternal,$63.77,"$35,651.18",Gaming
,Steam,Poland,36.49,PLN,PUBG,$9.31,"$35,651.18",Gaming
,Steam,Portugal,14.99,EUR,PUBG,$16.99,"$34,935.82",Gaming
,Steam,Portugal,29.99,EUR,GTA V,$33.98,"$34,935.82",Gaming
,Steam,Portugal,59.99,EUR,Doom Eternal,$67.97,"$34,935.82",Gaming
,Netflix,Hong Kong,78.00,HKD,Standard,$10.06,"$66,527.92",Video Streaming
,Apple music,South Korea,"13,500.00",KRW,Family,$11.17,"$46,451.61",Music Streaming
,Netflix,Singapore,13.98,SGD,Standard,$10.04,"$105,689.46",Video Streaming
,Playstation,Portugal,19.99,EUR,God Of War,$22.65,"$34,935.82",Gaming
,Playstation,Portugal,19.99,EUR,Bloodborne,$22.65,"$34,935.82",Gaming
,Xbox,Portugal,34.99,EUR,Red Dead,$39.65,"$34,935.82",Gaming
,YouTube Premium,South Korea,"7,900.00",KRW,Monthly,$6.54,"$46,451.61",Video Streaming
,Apple music,Canada,9.99,CAD,Individual,$7.43,"$52,144.45",Music Streaming
,Netflix,South Africa,169.00,ZAR,Premium,$10.04,"$13,965.17",Video Streaming
,Xbox,Portugal,34.99,EUR,Forza Horizon,$39.65,"$34,935.82",Gaming
,Xbox,Portugal,45.49,EUR,Sekiro,$51.54,"$34,935.82",Gaming
,Playstation,Portugal,49.99,EUR,Spider-Man,$56.64,"$34,935.82",Gaming
,Amazon Prime,Colombia,5.99,USD,Monthly,$5.99,"$16,264.97",Video Streaming
,Nintendo,Portugal,59.99,EUR,Animal crossing,$67.97,"$34,935.82",Gaming
,Nintendo,Portugal,59.99,EUR,Mario,$67.97,"$34,935.82",Gaming
,Nintendo,Portugal,69.99,EUR,Zelda,$79.31,"$34,935.82",Gaming
,YouTube Premium,Mexico,119.00,MXN,Monthly,$5.48,"$21,362.85",Video Streaming
,Netflix,Iran*,9.99,USD,Standard,$9.99,"$19,098.00",Video Streaming
,Apple music,Mexico,149.00,MXN,Family,$6.86,"$21,362.85",Music Streaming
,Netflix,Egypt,9.99,USD,Standard,$9.99,"$14,800.34",Video Streaming
,Netflix,Qatar,9.99,USD,Standard,$9.99,"$138,909.78",Video Streaming
,Steam,Qatar,120.00,QAR,GTA V,$32.86,"$138,909.78",Gaming
,Steam,Qatar,259.00,QAR,Doom Eternal,$70.92,"$138,909.78",Gaming
,Steam,Qatar,55.67,QAR,PUBG,$15.24,"$138,909.78",Gaming
,Spotify,Czech Republic,5.99,EUR,Individual,$6.79,"$40,584.79",Music Streaming
,Apple music,South Korea,"8,900.00",KRW,Individual,$7.36,"$46,451.61",Music Streaming
,Twitch Prime,Mexico,99.00,MXN,Monthly,$4.56,"$21,362.85",Video Streaming
,Apple music,Singapore,9.98,SGD,Individual,$7.16,"$105,689.46",Music Streaming
,Apple music,Malaysia,22.90,MYR,Family,$5.36,"$34,567.07",Music Streaming
,Apple music,Nigeria,"1,400.00",NGN,Family,$3.87,"$6,171.68",Music Streaming
,Apple music,Macau*,6.99,USD,Individual,$6.99,"$110,000.00",Music Streaming
,Netflix,Iraq,9.99,USD,Standard,$9.99,"$18,754.87",Video Streaming
,Netflix,Algeria,9.99,USD,Standard,$9.99,"$16,090.69",Video Streaming
,Netflix,Jordan,9.99,USD,Standard,$9.99,"$9,939.37",Video Streaming
,Nintendo,Romania,59.99,EUR,Animal crossing,$67.97,"$29,554.75",Gaming
,Nintendo,Romania,59.99,EUR,Mario,$67.97,"$29,554.75",Gaming
,Nintendo,Romania,69.99,EUR,Zelda,$79.31,"$29,554.75",Gaming
,Playstation,Romania,229.90,RON,Spider-Man,$53.83,"$29,554.75",Gaming
,Playstation,Romania,89.90,RON,God Of War,$21.05,"$29,554.75",Gaming
,Playstation,Romania,89.90,RON,Bloodborne,$21.05,"$29,554.75",Gaming
,Steam,Russia,"1,499.00",RUB,GTA V,$21.84,"$30,819.56",Gaming
,Steam,Russia,"1,999.00",RUB,Doom Eternal,$29.13,"$30,819.56",Gaming
,Steam,Russia,474.00,RUB,PUBG,$6.91,"$30,819.56",Gaming
,Netflix,Lebanon,9.99,USD,Standard,$9.99,"$15,598.81",Video Streaming
,Spotify,Dominican Republic,5.99,USD,Individual,$5.99,"$20,625.37",Music Streaming
,YouTube Premium,Norway,119.00,NOK,Monthly,$12.79,"$79,638.07",Video Streaming
,Netflix,Kuwait,9.99,USD,Standard,$9.99,"$67,890.98",Video Streaming
,Apple music,Norway,149.00,NOK,Family,$16.01,"$79,638.07",Music Streaming
,Netflix,Morocco,9.99,USD,Standard,$9.99,"$9,666.65",Video Streaming
,Apple music,Slovakia,5.99,EUR,Individual,$6.79,"$38,321.54",Music Streaming
,Nintendo,Russia,"4,499.00",RUB,Animal crossing,$65.56,"$30,819.56",Gaming
,Nintendo,Russia,"4,499.00",RUB,Mario,$65.56,"$30,819.56",Gaming
,Nintendo,Russia,"5,249.00",RUB,Zelda,$76.49,"$30,819.56",Gaming
,Xbox,Russia,29.99,USD,Red Dead,$29.99,"$30,819.56",Gaming
,Xbox,Russia,29.99,USD,Forza Horizon,$29.99,"$30,819.56",Gaming
,Xbox,Russia,38.99,USD,Sekiro,$38.99,"$30,819.56",Gaming
,Netflix,Tunisia,9.99,USD,Standard,$9.99,"$13,092.76",Video Streaming
,Spotify,Paraguay,5.99,USD,Individual,$5.99,"$14,212.92",Music Streaming
,Apple music,Slovenia,5.99,EUR,Individual,$6.79,"$40,343.95",Music Streaming
,YouTube Premium,New Zealand,15.99,NZD,Monthly,$10.39,"$42,044.57",Video Streaming
,Netflix,Bahrain,9.99,USD,Standard,$9.99,"$51,991.13",Video Streaming
,Netflix,Nigeria,9.99,USD,Standard,$9.99,"$6,171.68",Video Streaming
,Apple music,New Zealand,22.99,NZD,Family,$14.94,"$42,044.57",Music Streaming
,Xbox,Saudi Arabia,124.50,SAR,Forza Horizon,$33.17,"$56,912.37",Gaming
,Xbox,Saudi Arabia,155.35,SAR,Sekiro,$41.39,"$56,912.37",Gaming
,Xbox,Saudi Arabia,310.00,SAR,Red Dead,$82.58,"$56,912.37",Gaming
,Steam,Saudi Arabia,269.00,SAR,Doom Eternal,$71.66,"$56,912.37",Gaming
,Steam,Saudi Arabia,60.00,SAR,PUBG,$15.98,"$56,912.37",Gaming
,Steam,Singapore,17.49,SGD,PUBG,$12.56,"$105,689.46",Gaming
,Steam,Singapore,41.90,SGD,GTA V,$30.08,"$105,689.46",Gaming
,Steam,Singapore,81.30,SGD,Doom Eternal,$58.36,"$105,689.46",Gaming
,Xbox,Singapore,37.50,SGD,Forza Horizon,$26.92,"$105,689.46",Gaming
,Spotify,Panama,5.99,USD,Individual,$5.99,"$28,456.01",Music Streaming
,YouTube Premium,Peru,20.90,PEN,Monthly,$6.10,"$15,398.62",Video Streaming
,Netflix,Zambia,9.99,USD,Standard,$9.99,"$4,174.26",Video Streaming
,Netflix,Kenya,9.99,USD,Standard,$9.99,"$4,078.18",Video Streaming
,Netflix,Zimbabwe,9.99,USD,Standard,$9.99,"$2,777.69",Video Streaming
,YouTube Premium,Philippines,159.00,PHP,Monthly,$3.19,"$10,094.39",Video Streaming
,Spotify,Nicaragua,5.99,USD,Individual,$5.99,"$5,296.56",Music Streaming
,Apple music,Croatia,44.99,HRK,Individual,$6.73,"$29,207.13",Music Streaming
,Apple music,Philippines,199.00,PHP,Family,$3.99,"$10,094.39",Music Streaming
,Netflix,Nepal,9.99,USD,Standard,$9.99,"$3,549.85",Video Streaming
,Netflix,Bangladesh,9.99,USD,Standard,$9.99,"$5,453.01",Video Streaming
,Netflix,Indonesia,"139,000.00",IDR,Standard,$9.98,"$14,840.76",Video Streaming
,Xbox,Singapore,40.95,SGD,Red Dead,$29.40,"$105,689.46",Gaming
,Xbox,Singapore,42.18,SGD,Sekiro,$30.28,"$105,689.46",Gaming
,Steam,Slovakia,14.99,EUR,PUBG,$16.99,"$38,321.54",Gaming
,Steam,Slovakia,29.99,EUR,GTA V,$33.98,"$38,321.54",Gaming
,Steam,Slovakia,59.99,EUR,Doom Eternal,$67.97,"$38,321.54",Gaming
,Playstation,Slovakia,19.99,EUR,God Of War,$22.65,"$38,321.54",Gaming
,Playstation,Slovakia,19.99,EUR,Bloodborne,$22.65,"$38,321.54",Gaming
,Xbox,Slovakia,34.99,EUR,Red Dead,$39.65,"$38,321.54",Gaming
,Xbox,Slovakia,34.99,EUR,Forza Horizon,$39.65,"$38,321.54",Gaming
,Spotify,Honduras,5.99,USD,Individual,$5.99,"$5,599.65",Music Streaming
,Apple music,Czech Republic,149.00,CZK,Individual,$6.35,"$40,584.79",Music Streaming
,YouTube Premium,Poland,23.99,PLN,Monthly,$6.12,"$35,651.18",Video Streaming
,Apple music,Poland,29.99,PLN,Family,$7.65,"$35,651.18",Music Streaming
,Netflix,South Korea,"12,000.00",KRW,Standard,$9.93,"$46,451.61",Video Streaming
,Netflix,Malaysia,42.00,MYR,Standard,$9.83,"$34,567.07",Video Streaming
,Netflix,Australia,13.99,AUD,Standard,$9.77,"$54,799.04",Video Streaming
,Apple music,North Macedonia,5.99,USD,Individual,$5.99,"$17,377.64",Music Streaming
,Apple music,Qatar,27.99,QAR,Family,$7.66,"$138,909.78",Music Streaming
,Xbox,Slovakia,45.49,EUR,Sekiro,$51.54,"$38,321.54",Gaming
,Playstation,Slovakia,49.99,EUR,Spider-Man,$56.64,"$38,321.54",Gaming
,Nintendo,Slovakia,59.99,EUR,Animal crossing,$67.97,"$38,321.54",Gaming
,Nintendo,Slovakia,59.99,EUR,Mario,$67.97,"$38,321.54",Gaming
,Nintendo,Slovakia,69.99,EUR,Zelda,$79.31,"$38,321.54",Gaming
,Steam,Slovenia,14.99,EUR,PUBG,$16.99,"$40,343.95",Gaming
,Steam,Slovenia,29.99,EUR,GTA V,$33.98,"$40,343.95",Gaming
,Steam,Slovenia,59.99,EUR,Doom Eternal,$67.97,"$40,343.95",Gaming
,Nintendo,Slovenia,59.99,EUR,Animal crossing,$67.97,"$40,343.95",Gaming
,YouTube Premium,Malaysia,17.90,MYR,Monthly,$4.19,"$34,567.07",Video Streaming
,Netflix,Sweden,89.00,SEK,Basic,$9.69,"$55,988.99",Video Streaming
,Spotify,Guatemala,5.99,USD,Individual,$5.99,"$9,009.03",Music Streaming
,Netflix,Norway,89.00,NOK,Basic,$9.57,"$79,638.07",Video Streaming
,Netflix,Israel,32.90,NIS,Basic,$9.50,"$40,336.84",Video Streaming
,Nintendo,Slovenia,59.99,EUR,Mario,$67.97,"$40,343.95",Gaming
,Nintendo,Slovenia,69.99,EUR,Zelda,$79.31,"$40,343.95",Gaming
,Playstation,Slovenia,199.00,SEK,God Of War,$21.67,"$40,343.95",Gaming
,Playstation,Slovenia,199.00,SEK,Bloodborne,$21.67,"$40,343.95",Gaming
,Playstation,Slovenia,499.00,SEK,Spider-Man,$54.33,"$40,343.95",Gaming
,Steam,South Africa,159.50,ZAR,PUBG,$9.47,"$13,965.17",Gaming
,Apple music,Armenia,5.99,USD,Individual,$5.99,"$11,844.65",Music Streaming
,YouTube Premium,Romania,26.00,RON,Monthly,$6.09,"$29,554.75",Video Streaming
,Apple music,Romania,29.99,RON,Family,$7.02,"$29,554.75",Music Streaming
,Steam,South Africa,499.00,ZAR,GTA V,$29.63,"$13,965.17",Gaming
,Steam,South Africa,879.00,ZAR,Doom Eternal,$52.20,"$13,965.17",Gaming
,Nintendo,South Africa,"1,079.00",ZAR,Zelda,$64.07,"$13,965.17",Gaming
,Twitch Prime,Brazil,9.90,BRL,Monthly,$1.94,"$17,016.32",Video Streaming
,Amazon Prime,Honduras,5.99,USD,Monthly,$5.99,"$5,599.65",Video Streaming
,YouTube Premium,Serbia,749.00,RSD,Monthly,$7.17,"$19,767.47",Video Streaming
,Playstation,South Africa,329.00,ZAR,God Of War,$19.54,"$13,965.17",Gaming
,Playstation,South Africa,329.00,ZAR,Bloodborne,$19.54,"$13,965.17",Gaming
,Xbox,South Africa,499.50,ZAR,Red Dead,$29.66,"$13,965.17",Gaming
,Apple music,Israel,19.90,ILS,Individual,$5.76,"$40,336.84",Music Streaming
,YouTube Premium,Russia,199.00,RUB,Monthly,$2.90,"$30,819.56",Video Streaming
,Apple music,Russia,269.00,RUB,Family,$3.92,"$30,819.56",Music Streaming
,Xbox,South Africa,499.50,ZAR,Forza Horizon,$29.66,"$13,965.17",Gaming
,Xbox,South Africa,584.35,ZAR,Sekiro,$34.70,"$13,965.17",Gaming
,Playstation,South Africa,779.00,ZAR,Spider-Man,$46.26,"$13,965.17",Gaming
,Nintendo,South Africa,929.00,ZAR,Animal crossing,$55.16,"$13,965.17",Gaming
,Nintendo,South Africa,929.00,ZAR,Mario,$55.16,"$13,965.17",Gaming
,Steam,South Korea,"16,000.00",KRW,PUBG,$13.24,"$46,451.61",Gaming
,Steam,South Korea,"33,000.00",KRW,GTA V,$27.31,"$46,451.61",Gaming
,Steam,South Korea,"67,000.00",KRW,Doom Eternal,$55.44,"$46,451.61",Gaming
,Apple music,Montenegro,4.99,EUR,Individual,$5.65,"$20,976.74",Music Streaming
,Netflix,Vietnam,"220,000.00",VND,Standard,$9.50,"$8,677.54",Video Streaming
,Apple music,Saudi Arabia,29.99,SAR,Family,$7.99,"$56,912.37",Music Streaming
,Xbox,South Korea,"29,950.00",KRW,Forza Horizon,$24.78,"$46,451.61",Gaming
,Netflix,Philippines,460.00,PHP,Standard,$9.23,"$10,094.39",Video Streaming
,Netflix,Colombia,"32,900.00",COP,Premium,$9.14,"$16,264.97",Video Streaming
,Xbox,South Korea,"33,200.00",KRW,Red Dead,$27.47,"$46,451.61",Gaming
,Xbox,South Korea,"38,935.00",KRW,Sekiro,$32.22,"$46,451.61",Gaming
,Steam,Spain,14.99,EUR,PUBG,$16.99,"$43,007.50",Gaming
,Steam,Spain,29.99,EUR,GTA V,$33.98,"$43,007.50",Gaming
,Steam,Spain,59.99,EUR,Doom Eternal,$67.97,"$43,007.50",Gaming
,Playstation,Spain,19.99,EUR,God Of War,$22.65,"$43,007.50",Gaming
,Playstation,Spain,19.99,EUR,Bloodborne,$22.65,"$43,007.50",Gaming
,Xbox,Spain,32.49,EUR,Forza Horizon,$36.81,"$43,007.50",Gaming
,Xbox,Spain,34.99,EUR,Red Dead,$39.65,"$43,007.50",Gaming
,Xbox,Spain,45.49,EUR,Sekiro,$51.54,"$43,007.50",Gaming
,Playstation,Spain,49.99,EUR,Spider-Man,$56.64,"$43,007.50",Gaming
,Nintendo,Spain,59.99,EUR,Animal crossing,$67.97,"$43,007.50",Gaming
,Netflix,Taiwan,270.00,TWD,Basic,$9.08,"$57,214.16",Video Streaming
,YouTube Premium,Sweden,119.00,SEK,Monthly,$12.96,"$55,988.99",Video Streaming
,Netflix,Portugal,7.99,EUR,Basic,$9.05,"$34,935.82",Video Streaming
,Apple music,Sweden,149.00,SEK,Family,$16.22,"$55,988.99",Music Streaming
,Netflix,Finland,7.99,EUR,Basic,$9.05,"$49,547.88",Video Streaming
,Spotify,El Salvador,5.99,USD,Individual,$5.99,"$8,593.45",Music Streaming
,Apple music,United Arab Emirates,19.99,AED,Individual,$5.46,"$70,441.55",Music Streaming
,Netflix,Spain,7.99,EUR,Basic,$9.05,"$43,007.50",Video Streaming
,YouTube Premium,Singapore,11.98,SGD,Monthly,$8.60,"$105,689.46",Video Streaming
,Netflix,Italy,7.99,EUR,Basic,$9.05,"$41,582.19",Video Streaming
,Apple music,Singapore,14.98,SGD,Family,$10.75,"$105,689.46",Music Streaming
,Netflix,Bolivia,7.99,EUR,Basic,$9.05,"$8,524.76",Video Streaming
,Twitch Prime,Singapore,2.99,SGD,Monthly,$2.15,"$105,689.46",Video Streaming
,Nintendo,Spain,59.99,EUR,Mario,$67.97,"$43,007.50",Gaming
,Nintendo,Spain,69.99,EUR,Zelda,$79.31,"$43,007.50",Gaming
,Playstation,Sweden,199.00,SEK,God Of War,$21.67,"$55,988.99",Gaming
,Amazon Prime,Belize,5.99,USD,Monthly,$5.99,"$8,790.56",Video Streaming
,Spotify,Ecuador,5.99,USD,Individual,$5.99,"$11,866.24",Music Streaming
,Apple music,Saudi Arabia,19.99,SAR,Individual,$5.33,"$56,912.37",Music Streaming
,Playstation,Sweden,199.00,SEK,Bloodborne,$21.67,"$55,988.99",Gaming
,Xbox,Sweden,324.50,SEK,Forza Horizon,$35.33,"$55,988.99",Gaming
,Apple music,Bulgaria,8.99,BGN,Individual,$5.21,"$26,034.33",Music Streaming
,YouTube Premium,Thailand,129.00,THB,Monthly,$4.10,"$21,360.92",Video Streaming
,Apple music,Thailand,199.00,THB,Family,$6.32,"$21,360.92",Music Streaming
,Netflix,Netherlands,7.99,EUR,Basic,$9.05,"$60,299.14",Video Streaming
,Netflix,Slovenia,7.99,EUR,Basic,$9.05,"$40,343.95",Video Streaming
,Netflix,Austria,7.99,EUR,Basic,$9.05,"$55,171.99",Video Streaming
,Spotify,Costa Rica,5.99,USD,Individual,$5.99,"$18,650.95",Music Streaming
,Xbox,Sweden,374.50,SEK,Red Dead,$40.78,"$55,988.99",Gaming
,Apple music,Poland,19.99,PLN,Individual,$5.10,"$35,651.18",Music Streaming
,Xbox,Sweden,441.35,SEK,Sekiro,$48.06,"$55,988.99",Gaming
,YouTube Premium,Turkey,16.99,TRY,Monthly,$2.51,"$29,326.50",Video Streaming
,Apple music,Turkey,20.99,TRY,Family,$3.10,"$29,326.50",Music Streaming
,Playstation,Sweden,499.00,SEK,Spider-Man,$54.33,"$55,988.99",Gaming
,Nintendo,Sweden,599.00,SEK,Animal crossing,$65.22,"$55,988.99",Gaming
,Nintendo,Sweden,599.00,SEK,Mario,$65.22,"$55,988.99",Gaming
,Nintendo,Sweden,689.00,SEK,Zelda,$75.02,"$55,988.99",Gaming
,Steam,Switzerland,15.99,CHF,PUBG,$16.68,"$67,557.70",Gaming
,Spotify,Bolivia,5.99,USD,Individual,$5.99,"$8,524.76",Music Streaming
,Apple music,Taiwan,150.00,TWD,Individual,$5.04,"$57,214.16",Music Streaming
,YouTube Premium,Taiwan,179.00,TWD,Monthly,$6.02,"$57,214.16",Video Streaming
,Apple music,Taiwan,240.00,TWD,Family,$8.07,"$57,214.16",Music Streaming
,Netflix,France,7.99,EUR,Basic,$9.05,"$48,640.05",Video Streaming
,Netflix,Germany,7.99,EUR,Basic,$9.05,"$55,306.21",Video Streaming
,Netflix,Guatemala,7.99,EUR,Basic,$9.05,"$9,009.03",Video Streaming
,Playstation,Switzerland,22.90,CHF,God Of War,$23.89,"$67,557.70",Gaming
,Playstation,Switzerland,22.90,CHF,Bloodborne,$23.89,"$67,557.70",Gaming
,YouTube Premium,Ukraine,99.00,UAH,Monthly,$3.72,"$10,310.06",Video Streaming
,Netflix,Belgium,7.99,EUR,Basic,$9.05,"$50,904.69",Video Streaming
,Netflix,Estonia,7.99,EUR,Basic,$9.05,"$37,605.62",Video Streaming
,Netflix,Greece,7.99,EUR,Basic,$9.05,"$31,616.27",Video Streaming
,Netflix,Luxembourg,7.99,EUR,Basic,$9.05,"$112,044.59",Video Streaming
,Netflix,Latvia,7.99,EUR,Basic,$9.05,"$32,986.51",Video Streaming
,Netflix,Ukraine,7.99,EUR,Basic,$9.05,"$10,310.06",Video Streaming
,Netflix,Croatia,7.99,EUR,Basic,$9.05,"$29,207.13",Video Streaming
